,tag,text
20697,pos,"there he met althea leasure ( courtney love ) , a bisexual stripper who became his fourth wife and the love of his life ."
20915,pos,"and for a bit of comedy , we get a cameo from vincent shiavelli as a german or austrian assassin who is ordered to do in bond at one point ."
27536,pos,"either way , it is one enjoyable sit , with a fairytale ending ."
13887,pos,"john doe felt he was doing society a favor by ridding it of "" scum . """
20614,pos,"for many critics , scholars and , most importantly , film producers , it was a thing of the past - something that could have attracted crowds only in the era of black-and-white television and non-cgi special effects ."
9245,pos,"from an evil prison guard to an evil prisoner , "" the green mile "" is successful in creating sympathy for kind-hearted hard working guards and hard thinking prisoners ."
3741,pos,this is a film on which i expect to be in a minority .
12926,pos,don't worry .
21462,pos,"some minor flaws , hairline cracks in fine porcelain , appear in places ."
26492,pos,"she conveys intelligence , determination , warmth , and , in a gutsy move , always on edge ."
30825,pos,scream 2's story is very similar to it's predecessor's .
20746,pos,isn't necessarily a bad thing .
11922,pos,"all in all , a good , non-offensive date movie ."
28423,pos,the effect of this is to focus all of your attention on the actors .
28906,pos,"they even have their own , very strict and detailed laws , upheld more strictly than some governments do with their own ."
27158,pos,"throughout the movie , maglietta has an easygoing , confident demeanor , which makes it very easy to root for her and her growing attraction for ganz's character ."
9453,pos,"the script , by co-stars matt damon and ben affleck , is not a groundbreaking piece of literature , and occasionally resorts to shameless manipulation ."
2660,pos,"he isn't the obvious best of actors , but dillon does give a convincing performance ."
10192,pos,"not that they are the only good stars , however ."
7209,pos,"and don't leave when the closing credits hit the screen , or you'll miss the film's best part -- four bonus flashbacks that smooth over plot holes while offering a few more tiny turns , plus a final scene that caps everything off with a great stunner of a bombshell ."
13619,pos,"they talk like normal people , except for when doing business , and they are rude to their girlfriends ."
18063,pos,"amazing grace and chuck is being advertised as a modern fairy tale , of a boy in montana who quits his little league team for a very unusual reason ."
19911,pos,"further , for the purposes of this film at least , drunken boxers fight better when they actually _are_ intoxicated . . . but"
20196,pos,"well , gabe kaplan isn't in the movie rounders , nor is the film about the actor come gambler's life ."
24903,pos,"anna and the king transcends being a predictable , traditional love story by avoiding mawkishness ."
25855,pos,"in directing his latest action-comedy , director brett ratner ( money talks ) takes a relatively mediocre piece of standup comedy and turns it into a funny as all get-out buddy cop movie ."
32095,pos,"this is her breakout box-office performance , and she is terrific ."
957,pos,"unlike chewbacca and c-3po , who got their humanity ( if you'll pardon the expression ) from their interactions with the human characters , jar jar is often left to interact mostly with others of his kind , at times making the movie seem like nothing more than a very expensive "" teenage mutant ninja turtles . """
2817,pos,"this movie is not about judging stephane's actions as being right or wrong , but about viewing their growth and accepting the characters as who they are ."
22148,pos,"instead , he crawls into the dark premise as completely as craig crawls into malkovich , rummaging around and toying with the various philosophical implications of compromising another person's identity ."
22120,pos,"for those who are so inclined , its central theme offers an opportunity to ponder some of the more philosophical questions about the workings of the universe -- all while having a good time ."
28720,pos,"it's a small scene , but it clearly demonstrates the movie's thorough love of the booker character for his romantic roughness ."
2700,pos,"i will not go into detail , but you can guess what happens here ."
13836,pos,""" existenz "" has a completely different atmosphere , resembling "" dark city "" , which is darker , more serious and less entertaining ."
17574,pos,"it is not an easy situation , but a perfectly plausible one , the panorama in which breakdown musters it's throbbing suspense and skillfully executed tautness ."
472,pos,they walk in unison and they only look forward .
